"ESNG"	"Symbol"	"cds_length"
"ENSG00000233008"	"RP11-475O6.1"	15875
"ENSG00000233009"	"NALCN-AS1"	2838
"ENSG00000233010"	"RPEP4"	601
"ENSG00000233011"	"SLC9A3P1"	1684
"ENSG00000233012"	"HDAC1P2"	2202
"ENSG00000233013"	"FAM157B"	2825
"ENSG00000233014"	"TBC1D3P7"	906
"ENSG00000233015"	"SLC25A6P1"	774
"ENSG00000233016"	"SNHG7"	10838
"ENSG00000233017"	"RP5-908M14.5"	2096
"ENSG00000233018"	"RP4-597N16.1"	225
"ENSG00000233020"	"RP11-42O15.2"	966
"ENSG00000233021"	"RP11-490E15.2"	556
"ENSG00000233024"	"RP11-1212A22.4"	5041
"ENSG00000233025"	"CRYZP1"	946
"ENSG00000233026"	"MTCO1P5"	343
"ENSG00000233028"	"RP4-725G10.4"	778
"ENSG00000233029"	"RP11-439A17.9"	3541
"ENSG00000233030"	"RP11-196G18.3"	3541
"ENSG00000233031"	"AC125238.3"	248
"ENSG00000233033"	"CASK-AS1"	513
"ENSG00000233036"	"KRTAP8-2P"	185
"ENSG00000233037"	"AC009237.10"	500
"ENSG00000233038"	"AC011899.9"	2211
"ENSG00000233039"	"MTND5P30"	1730
"ENSG00000233040"	"FAM204BP"	700
"ENSG00000233041"	"PHGR1"	972
"ENSG00000233044"	"RP1-137K2.2"	421
"ENSG00000233045"	"AC097523.1"	636
"ENSG00000233047"	"RP11-24P14.1"	5376
"ENSG00000233048"	"RP5-1069C8.2"	3021
"ENSG00000233050"	"RP11-1236K1.1"	238
"ENSG00000233052"	"RP11-398B16.2"	357
"ENSG00000233055"	"RP11-490D19.8"	242
"ENSG00000233056"	"ERVH48-1"	2772
"ENSG00000233057"	"EEF1A1P14"	1375
"ENSG00000233058"	"LINC00884"	25676
"ENSG00000233060"	"AC016700.2"	445
"ENSG00000233061"	"TTLL7-IT1"	2919
"ENSG00000233063"	"SAR1AP4"	590
"ENSG00000233064"	"RP3-380B8.4"	408
"ENSG00000233067"	"PTCHD1-AS"	1439
"ENSG00000233068"	"RP1-140K8.1"	1627
"ENSG00000233069"	"RP5-930J4.2"	297
"ENSG00000233070"	"ZFY-AS1"	913
"ENSG00000233071"	"RPSAP59"	889
"ENSG00000233072"	"RPS15AP6"	384
"ENSG00000233073"	"AC005009.2"	4364
"ENSG00000233077"	"LINC01271"	6615
"ENSG00000233078"	"RP11-5P18.5"	464
"ENSG00000233079"	"RP11-90C4.3"	3835
"ENSG00000233080"	"LINC01399"	885
"ENSG00000233081"	"RP11-440G5.2"	472
"ENSG00000233082"	"AC073094.4"	431
"ENSG00000233083"	"FTH1P6"	318
"ENSG00000233084"	"RPL23AP25"	462
"ENSG00000233085"	"XXyac-YX65C7_A.3"	907
"ENSG00000233086"	"RP11-375O18.2"	8164
"ENSG00000233087"	"WTH3DI"	3676
"ENSG00000233090"	"AC015922.7"	183
"ENSG00000233093"	"LINC00892"	4704
"ENSG00000233096"	"RP11-520A21.1"	668
"ENSG00000233098"	"CCDC144NL-AS1"	19566
"ENSG00000233099"	"RP11-375A5.1"	375
"ENSG00000233101"	"HOXB-AS3"	5049
"ENSG00000233103"	"RP11-524P6.1"	476
"ENSG00000233105"	"AC103563.4"	363
"ENSG00000233106"	"RPL12P3"	395
"ENSG00000233107"	"SUCLA2P2"	1308
"ENSG00000233108"	"AC006042.7"	566
"ENSG00000233109"	"RP11-22C8.1"	464
"ENSG00000233110"	"RP11-301L8.2"	1785
"ENSG00000233111"	"RAB1C"	605
"ENSG00000233114"	"RP4-533D7.3"	225
"ENSG00000233115"	"FAM90A11P"	2213
"ENSG00000233117"	"LINC00702"	26404
"ENSG00000233118"	"UBE2V1P8"	264
"ENSG00000233120"	"USP9YP15"	418
"ENSG00000233121"	"VN1R20P"	965
"ENSG00000233122"	"CTAGE7P"	2435
"ENSG00000233123"	"LINC01007"	4359
"ENSG00000233124"	"LINC00456"	5084
"ENSG00000233125"	"ACTBP12"	417
"ENSG00000233126"	"ZNF736P3Y"	1462
"ENSG00000233128"	"AC007317.1"	941
"ENSG00000233129"	"RP5-837O21.2"	765
"ENSG00000233131"	"AC096649.1"	392
"ENSG00000233132"	"FAM90A3P"	1391
"ENSG00000233133"	"AC104451.2"	175
"ENSG00000233134"	"MTND3P17"	343
"ENSG00000233135"	"RPS27P18"	246
"ENSG00000233136"	"USP17L11"	1592
"ENSG00000233138"	"RP1-67K17.3"	347
"ENSG00000233139"	"RP11-38O23.4"	1666
"ENSG00000233143"	"DIRC3-AS1"	16078
"ENSG00000233144"	"RP11-537A6.9"	399
"ENSG00000233145"	"RP11-364B14.1"	580
"ENSG00000233146"	"BPIFB5P"	1089
"ENSG00000233148"	"SYF2P2"	582
"ENSG00000233153"	"UBE2E2-AS1"	1552
"ENSG00000233154"	"RP4-655J12.4"	2862
"ENSG00000233155"	"HMGA1P8"	320
"ENSG00000233156"	"HSFY8P"	316
"ENSG00000233157"	"RP3-388M5.8"	711
"ENSG00000233158"	"RPS24P6"	399
"ENSG00000233159"	"AC007390.4"	355
"ENSG00000233162"	"MORF4L1P6"	267
"ENSG00000233163"	"RP11-259F16.3"	376
"ENSG00000233167"	"EEF1A1P26"	1362
"ENSG00000233170"	"RP11-863K10.4"	666
"ENSG00000233173"	"VN1R34P"	882
"ENSG00000233175"	"CTD-2020K17.3"	2376
"ENSG00000233176"	"OR7E157P"	910
"ENSG00000233178"	"RP11-88I18.2"	5467
"ENSG00000233179"	"RP11-536P6.3"	566
"ENSG00000233183"	"RP3-468B3.2"	21969
"ENSG00000233184"	"RP11-421L21.3"	19784
"ENSG00000233186"	"KLF4P1"	1184
"ENSG00000233189"	"RPL12P29"	456
"ENSG00000233190"	"RPS24P13"	396
"ENSG00000233191"	"AC006372.6"	1824
"ENSG00000233193"	"AC005324.7"	413
"ENSG00000233196"	"GS1-304P7.1"	676
"ENSG00000233197"	"TMEM256P1"	339
"ENSG00000233198"	"RNF224"	1566
"ENSG00000233200"	"RP11-324I22.2"	378
"ENSG00000233203"	"RP11-67L3.4"	1413
"ENSG00000233204"	"MAPRE1P3"	795
"ENSG00000233205"	"AC108479.2"	426
"ENSG00000233206"	"RPS3AP1"	319
"ENSG00000233208"	"LINC00642"	20796
"ENSG00000233211"	"GRPEL2P1"	338
"ENSG00000233213"	"KCNJ6-AS1"	355
"ENSG00000233214"	"AC002511.2"	448
"ENSG00000233215"	"AP000472.2"	5617
"ENSG00000233216"	"RP11-414C16.1"	321
"ENSG00000233217"	"MROH3P"	3671
"ENSG00000233219"	"RP11-89N17.3"	377
"ENSG00000233220"	"LINC00167"	1418
"ENSG00000233221"	"AC133785.1"	4925
"ENSG00000233222"	"RP11-216N14.9"	314
"ENSG00000233223"	"AC113189.5"	12447
"ENSG00000233225"	"AC004987.9"	1147
"ENSG00000233228"	"LPCAT2BP"	1533
"ENSG00000233229"	"CNOT7P1"	851
"ENSG00000233230"	"AC079807.2"	4771
"ENSG00000233231"	"HNRNPA1P49"	903
"ENSG00000233232"	"NPIPB7"	3011
"ENSG00000233234"	"RP11-740P5.2"	605
"ENSG00000233235"	"RP5-908D6.1"	793
"ENSG00000233236"	"AP001171.1"	862
"ENSG00000233237"	"LINC00472"	33207
"ENSG00000233238"	"DEFA9P"	283
"ENSG00000233242"	"RP11-220I1.2"	3236
"ENSG00000233243"	"RP11-12D5.5"	456
"ENSG00000233246"	"RP11-415J8.5"	487
"ENSG00000233247"	"GS1-257G1.1"	546
"ENSG00000233248"	"MTND6P9"	518
"ENSG00000233250"	"RP3-339A18.6"	216
"ENSG00000233251"	"AC007743.1"	13924
"ENSG00000233252"	"CRIP1P1"	184
"ENSG00000233254"	"RPL21P134"	482
"ENSG00000233256"	"RP11-445K13.2"	452
"ENSG00000233258"	"RP11-219F10.1"	307
"ENSG00000233259"	"FABP3P2"	398
"ENSG00000233260"	"RPSAP63"	887
"ENSG00000233261"	"LINC00264"	1424
"ENSG00000233262"	"RP11-380F14.2"	371
"ENSG00000233263"	"AC009518.2"	729
"ENSG00000233264"	"AC006042.8"	1466
"ENSG00000233266"	"HMGB1P31"	426
"ENSG00000233268"	"RP11-558F24.2"	419
"ENSG00000233270"	"SNRPEP4"	278
"ENSG00000233271"	"RP11-12C17.2"	426
"ENSG00000233272"	"PNPT1P2"	2046
"ENSG00000233273"	"AMMECR1LP1"	840
"ENSG00000233275"	"AC009238.8"	354
"ENSG00000233276"	"GPX1"	3604
"ENSG00000233277"	"RP5-1030M6.3"	522
"ENSG00000233278"	"RPS26P2"	347
"ENSG00000233285"	"MTCYBP10"	649
"ENSG00000233286"	"MTND3P10"	340
"ENSG00000233287"	"AC009362.2"	405
"ENSG00000233288"	"RP11-760D2.5"	12026
"ENSG00000233290"	"RP11-147G16.1"	9439
"ENSG00000233291"	"RPL7AP61"	635
"ENSG00000233292"	"RP11-341B24.3"	414
"ENSG00000233293"	"RP11-410N8.3"	466
"ENSG00000233295"	"FAM90A20P"	1391
"ENSG00000233296"	"AC092159.2"	3212
"ENSG00000233297"	"RASA4DP"	1190
"ENSG00000233299"	"HIGD1AP4"	279
"ENSG00000233300"	"EIF4A1P1"	933
"ENSG00000233301"	"OR4C14P"	922
"ENSG00000233303"	"XXYLT1-AS1"	427
"ENSG00000233304"	"LINC01346"	5262
"ENSG00000233306"	"TRGV2"	542
"ENSG00000233307"	"AC109815.2"	405
"ENSG00000233308"	"OSTN-AS1"	949
"ENSG00000233309"	"RPS6P12"	725
"ENSG00000233311"	"MTCO1P54"	711
"ENSG00000233313"	"HMGA1P5"	270
"ENSG00000233316"	"DSCR10"	857
"ENSG00000233318"	"RP11-573G6.2"	355
"ENSG00000233319"	"PPIAP32"	471
"ENSG00000233321"	"RP11-482E14.1"	14094
"ENSG00000233324"	"EEF1A1P34"	1266
"ENSG00000233325"	"MIPEPP3"	2435
"ENSG00000233327"	"USP32P2"	8777
"ENSG00000233328"	"PFN1P1"	422
"ENSG00000233329"	"AC068287.1"	294
"ENSG00000233330"	"RP1-12G14.7"	338
"ENSG00000233332"	"RP4-799P18.2"	1721
"ENSG00000233333"	"RNFT1P2"	756
"ENSG00000233334"	"FAM53B-AS1"	2459
"ENSG00000233335"	"AC016696.1"	317
"ENSG00000233336"	"RP13-221M14.2"	382
"ENSG00000233337"	"UBE2FP3"	523
"ENSG00000233338"	"TLR8-AS1"	1346
"ENSG00000233339"	"AC018878.3"	431
"ENSG00000233340"	"RP11-25C19.3"	355
"ENSG00000233342"	"RP11-235G24.3"	1851
"ENSG00000233343"	"ATP6V1G1P4"	334
"ENSG00000233347"	"ERP29P1"	705
"ENSG00000233349"	"LINC00333"	610
"ENSG00000233351"	"RP1-69D17.3"	389
"ENSG00000233352"	"RP1-300I2.3"	220
"ENSG00000233353"	"RPS7P9"	585
"ENSG00000233354"	"LINC00028"	583
"ENSG00000233355"	"CHRM3-AS2"	11738
"ENSG00000233357"	"RPL30P15"	320
"ENSG00000233358"	"RP1-209A6.1"	868
"ENSG00000233359"	"RP11-202K23.1"	1726
"ENSG00000233360"	"Z83844.1"	1939
"ENSG00000233363"	"AC006019.4"	3042
"ENSG00000233365"	"RP4-655C5.4"	1543
"ENSG00000233366"	"ZNF90P2"	1074
"ENSG00000233367"	"RP11-307L3.4"	636
"ENSG00000233369"	"GTF2IP4"	3643
"ENSG00000233370"	"AC092664.1"	1125
"ENSG00000233372"	"RP5-893G23.1"	549
"ENSG00000233376"	"RP5-881L22.6"	401
"ENSG00000233377"	"MTND4P20"	868
"ENSG00000233378"	"USP9YP34"	803
"ENSG00000233379"	"RP11-318G21.4"	1861
"ENSG00000233380"	"RPS2P48"	881
"ENSG00000233381"	"AK4P3"	2431
"ENSG00000233382"	"NKAPP1"	7725
"ENSG00000233383"	"RP11-324F21.1"	213
"ENSG00000233384"	"RP11-100E13.1"	8285
"ENSG00000233385"	"MTCO3P8"	754
"ENSG00000233387"	"RP11-342D11.3"	1741
"ENSG00000233388"	"RP4-569D19.5"	1725
"ENSG00000233392"	"AC104809.4"	3256
"ENSG00000233393"	"AP000688.29"	2834
"ENSG00000233395"	"LINC00841"	9496
"ENSG00000233396"	"RP11-458D21.1"	9927
"ENSG00000233397"	"AC008063.3"	2182
"ENSG00000233399"	"RP11-111I12.1"	1512
"ENSG00000233401"	"PRKAR1AP1"	1161
"ENSG00000233402"	"TARDBPP1"	1202
"ENSG00000233403"	"RP11-86A5.1"	546
"ENSG00000233405"	"LINC01046"	2110
"ENSG00000233406"	"RP11-296A18.5"	869
"ENSG00000233407"	"RP11-567C20.3"	248
"ENSG00000233408"	"LA16c-23H5.4"	1291
"ENSG00000233409"	"FANK1-AS1"	425
"ENSG00000233410"	"LINC01222"	1782
"ENSG00000233411"	"RP11-104L21.2"	301
"ENSG00000233412"	"OR5H15"	1227
"ENSG00000233415"	"RP11-101E14.3"	637
"ENSG00000233416"	"AC012065.5"	374
"ENSG00000233417"	"RP4-742N3.1"	701
"ENSG00000233419"	"RP4-781L3.1"	401
"ENSG00000233420"	"AC002127.4"	4169
"ENSG00000233421"	"RP5-875O13.1"	1546
"ENSG00000233423"	"RP4-736H5.3"	573
"ENSG00000233424"	"RP11-175I6.5"	3221
"ENSG00000233425"	"KRT18P67"	1263
"ENSG00000233426"	"EIF3FP3"	1085
"ENSG00000233427"	"RP1-212P9.3"	1082
"ENSG00000233428"	"AC019050.1"	491
"ENSG00000233429"	"HOTAIRM1"	3529
"ENSG00000233430"	"RP11-403I13.9"	1170
"ENSG00000233431"	"RP11-63N8.3"	819
"ENSG00000233432"	"RP11-344P13.3"	1547
"ENSG00000233433"	"RP1-296G17.3"	1599
"ENSG00000233435"	"AGGF1P2"	2105
"ENSG00000233436"	"BTBD18"	3498
"ENSG00000233437"	"RP13-580B18.1"	782
"ENSG00000233440"	"HMGA1P6"	390
"ENSG00000233441"	"CYP2AB1P"	1991
"ENSG00000233442"	"PPP6R2P1"	1264
"ENSG00000233444"	"AC013262.1"	251
"ENSG00000233445"	"RPL17P11"	543
"ENSG00000233446"	"XXyac-YR12DB5.1"	1234
"ENSG00000233447"	"AC103563.6"	294
"ENSG00000233448"	"PMS2P9"	511
"ENSG00000233449"	"MTATP6P14"	672
"ENSG00000233451"	"RP11-301N24.3"	467
"ENSG00000233452"	"STXBP5-AS1"	44026
"ENSG00000233454"	"RP11-196D18.2"	273
"ENSG00000233455"	"RP4-667H12.4"	856
"ENSG00000233456"	"LINC01077"	411
"ENSG00000233457"	"RP11-336N8.1"	661
"ENSG00000233459"	"AC125238.2"	1439
"ENSG00000233460"	"RPL35AP31"	336
"ENSG00000233461"	"RP11-295G20.2"	10636
"ENSG00000233464"	"NANOGP11"	725
"ENSG00000233467"	"U40455.1"	864
"ENSG00000233469"	"ST6GALNAC4P1"	498
"ENSG00000233470"	"RP11-524K22.1"	283
"ENSG00000233471"	"KRT18P62"	1286
"ENSG00000233472"	"RP11-218D6.4"	465
"ENSG00000233473"	"RAD1P2"	662
"ENSG00000233476"	"EEF1A1P6"	1383
"ENSG00000233477"	"RP11-45P22.2"	482
"ENSG00000233478"	"RP1-187B23.1"	2222
"ENSG00000233479"	"AC017074.1"	603
"ENSG00000233480"	"AP000946.2"	1399
"ENSG00000233482"	"RP11-78O9.1"	350
"ENSG00000233483"	"CTD-2020K17.4"	2677
"ENSG00000233484"	"RP11-74B21.1"	126
"ENSG00000233485"	"RP3-467K16.2"	3103
"ENSG00000233487"	"RPSAP69"	882
"ENSG00000233489"	"PAXBP1P1"	446
"ENSG00000233491"	"AC010091.1"	11759
"ENSG00000233492"	"RP5-984P4.4"	2187
"ENSG00000233493"	"TMEM238"	693
"ENSG00000233494"	"AC009963.3"	137
"ENSG00000233496"	"SYNJ2-IT1"	596
"ENSG00000233497"	"HNRNPA1P60"	950
"ENSG00000233499"	"OR5B1P"	927
"ENSG00000233502"	"AC104794.4"	309
"ENSG00000233503"	"HNRNPLP1"	1500
"ENSG00000233508"	"RP1-269M15.3"	7487
"ENSG00000233509"	"ZNF197-AS1"	621
"ENSG00000233511"	"RP1-128O3.5"	186
"ENSG00000233514"	"RP11-570P14.1"	359
"ENSG00000233515"	"LINC01518"	2983
"ENSG00000233516"	"RP11-388N2.1"	749
"ENSG00000233517"	"AC005162.5"	576
"ENSG00000233518"	"RPL7P35"	739
"ENSG00000233519"	"RP11-177F11.1"	314
"ENSG00000233521"	"RP5-1172A22.1"	3195
"ENSG00000233522"	"FAM224A"	2026
"ENSG00000233523"	"PHBP5"	767
"ENSG00000233524"	"RANP8"	711
"ENSG00000233526"	"RFC5P1"	872
"ENSG00000233527"	"ZNF529-AS1"	5159
"ENSG00000233528"	"LINC00430"	869
"ENSG00000233529"	"HCG21"	602
"ENSG00000233531"	"DEFA10P"	286
"ENSG00000233532"	"LINC00460"	7921
"ENSG00000233533"	"MKNK2P1"	627
"ENSG00000233534"	"RP1-38C16.2"	2337
"ENSG00000233535"	"RP1-122K4.2"	694
"ENSG00000233536"	"RP11-867G2.5"	706
"ENSG00000233537"	"TEDDM2P"	785
"ENSG00000233538"	"AC017104.2"	565
"ENSG00000233539"	"AC011294.3"	3491
"ENSG00000233540"	"DNM3-IT1"	394
"ENSG00000233541"	"RPL31P47"	240
"ENSG00000233542"	"RP11-547D24.1"	2926
"ENSG00000233543"	"CHTF8P1"	1540
"ENSG00000233544"	"EIF3KP2"	625
"ENSG00000233545"	"CYCSP33"	326
"ENSG00000233546"	"PRYP5"	265
"ENSG00000233547"	"RP11-57H14.2"	458
"ENSG00000233548"	"CYCSP44"	312
"ENSG00000233549"	"CYCSP35"	303
"ENSG00000233550"	"MTCYBP8"	650
"ENSG00000233551"	"LSM1P1"	272
"ENSG00000233553"	"AC108462.1"	848
"ENSG00000233554"	"B4GALT1-AS1"	4945
"ENSG00000233555"	"RP11-452D2.1"	580
"ENSG00000233557"	"NFU1P2"	468
"ENSG00000233558"	"RP3-486I3.4"	622
"ENSG00000233559"	"AC016831.7"	3440
"ENSG00000233560"	"KRT8P39"	1432
"ENSG00000233562"	"RP11-548N1.1"	683
"ENSG00000233563"	"OR52E7P"	932
"ENSG00000233565"	"RP11-42D20.1"	467
"ENSG00000233569"	"RP11-500B12.1"	2175
"ENSG00000233570"	"LINC00690"	11459
"ENSG00000233571"	"RP11-545D19.1"	523
"ENSG00000233574"	"CTA-929C8.5"	271
"ENSG00000233575"	"RP11-459D20.1"	323
"ENSG00000233576"	"RP11-778D9.9"	1048
"ENSG00000233577"	"RP3-462D8.2"	589
"ENSG00000233578"	"EIF4EP1"	641
"ENSG00000233579"	"KRT8P15"	1450
"ENSG00000233581"	"AC069155.1"	572
"ENSG00000233583"	"RP4-635A23.3"	1149
"ENSG00000233585"	"AC115617.2"	1476
"ENSG00000233586"	"RP11-763B22.3"	512
"ENSG00000233587"	"AC096570.1"	3640
"ENSG00000233588"	"CYP51A1P2"	1497
"ENSG00000233589"	"RP4-694A7.2"	958
"ENSG00000233590"	"RP11-153K11.3"	877
"ENSG00000233593"	"RP4-665J23.1"	37641
"ENSG00000233594"	"BTF3P5"	466
"ENSG00000233595"	"MTND2P29"	411
"ENSG00000233597"	"RP11-343B5.1"	575
"ENSG00000233601"	"NCOR1P3"	301
"ENSG00000233602"	"ERI3-IT1"	617
"ENSG00000233603"	"JTBP1"	246
"ENSG00000233605"	"AC073628.1"	1606
"ENSG00000233606"	"OR6C66P"	6593
"ENSG00000233607"	"LINC01392"	559
"ENSG00000233608"	"TWIST2"	2514
"ENSG00000233609"	"RP11-62H7.2"	1680
"ENSG00000233610"	"LINC00462"	1155
"ENSG00000233611"	"AC079135.1"	4790
"ENSG00000233613"	"DCUN1D2-AS"	370
"ENSG00000233614"	"DDX11L10"	2215
"ENSG00000233615"	"HNRNPA1P42"	956
"ENSG00000233616"	"RP11-542K23.10"	299
"ENSG00000233619"	"AC006328.9"	378
"ENSG00000233620"	"RP11-22M7.2"	952
"ENSG00000233621"	"LINC01137"	6437
"ENSG00000233622"	"CYP2T1P"	3982
"ENSG00000233623"	"PGAM1P11"	678
"ENSG00000233625"	"RP5-905G11.3"	630
"ENSG00000233626"	"RP11-565J7.1"	385
"ENSG00000233627"	"C4A-AS1"	2093
"ENSG00000233632"	"RP1-302D9.5"	198
"ENSG00000233633"	"AC093326.3"	7878
"ENSG00000233634"	"GOT2P5"	545
"ENSG00000233635"	"AC037445.1"	790
"ENSG00000233639"	"LINC01158"	15812
"ENSG00000233640"	"KRTAP13-5P"	498
"ENSG00000233642"	"GPR158-AS1"	2431
"ENSG00000233643"	"RP11-491H19.1"	505
"ENSG00000233644"	"ARHGEF7-IT1"	802
"ENSG00000233645"	"RP11-431K24.4"	475
"ENSG00000233646"	"OR52T1P"	938
"ENSG00000233647"	"NENFP1"	465
"ENSG00000233648"	"AC010095.6"	143
"ENSG00000233651"	"RP11-111F5.8"	3322
"ENSG00000233652"	"CICP1"	2408
"ENSG00000233653"	"CICP7"	2475
"ENSG00000233654"	"AC093388.3"	2075
"ENSG00000233655"	"IGHD4-4"	15
"ENSG00000233656"	"RP11-716O23.1"	2898
"ENSG00000233659"	"NDUFA5P4"	384
"ENSG00000233661"	"SPIN4-AS1"	424
"ENSG00000233662"	"CALM2P4"	425
"ENSG00000233663"	"RP11-497J7.1"	1031
"ENSG00000233664"	"NDUFS5P3"	320
"ENSG00000233665"	"RP11-523O18.5"	2396
"ENSG00000233668"	"RP11-571F15.3"	644
"ENSG00000233670"	"PIRT"	3455
"ENSG00000233671"	"AC083899.1"	1375
"ENSG00000233672"	"RNASEH2B-AS1"	16937
"ENSG00000233673"	"ANAPC1P1"	2958
"ENSG00000233674"	"RP11-184I16.3"	270
"ENSG00000233676"	"FDPSP6"	511
"ENSG00000233677"	"DDX39BP1"	190
"ENSG00000233680"	"HNRNPA1P27"	954
"ENSG00000233681"	"CEACAMP1"	1030
"ENSG00000233682"	"RP11-13P5.2"	922
"ENSG00000233683"	"RP5-1106H14.1"	212
"ENSG00000233684"	"AC079779.6"	1692
"ENSG00000233685"	"OR6L1P"	909
"ENSG00000233686"	"PIEZO1P1"	218
"ENSG00000233688"	"CTD-2183H9.3"	604
"ENSG00000233689"	"RP11-123O1.1"	483
"ENSG00000233690"	"EBAG9P1"	542
"ENSG00000233691"	"RP11-312J18.7"	589
"ENSG00000233693"	"RP11-506O24.1"	1959
"ENSG00000233694"	"AC007365.1"	2769
"ENSG00000233695"	"GAS6-AS1"	8980
"ENSG00000233699"	"TTTY18"	1635
"ENSG00000233701"	"PRR23C"	2790
"ENSG00000233702"	"AC107083.1"	278
"ENSG00000233703"	"RP11-20E23.1"	403
"ENSG00000233705"	"SLC26A4-AS1"	17606
"ENSG00000233706"	"RP5-1087E8.3"	437
"ENSG00000233707"	"RPL22P11"	384
"ENSG00000233708"	"RP11-342M1.7"	1957
"ENSG00000233709"	"MTND4P28"	386
"ENSG00000233710"	"RP4-808O4.2"	824
"ENSG00000233711"	"EIF4EBP2P1"	342
"ENSG00000233712"	"RP4-801G22.3"	550
"ENSG00000233713"	"RP11-379P1.4"	229
"ENSG00000233714"	"AC012506.2"	890
"ENSG00000233716"	"AC074367.1"	1124
"ENSG00000233717"	"RP11-68I18.2"	168
"ENSG00000233718"	"MYCNOS"	6229
"ENSG00000233719"	"GOT2P3"	1288
"ENSG00000233720"	"LL22NC03-30E12.11"	249
"ENSG00000233721"	"RP11-205K6.1"	717
"ENSG00000233723"	"LINC01122"	24141
"ENSG00000233724"	"RP11-252C24.2"	760
"ENSG00000233725"	"LINC00284"	9906
"ENSG00000233727"	"RP11-380I20.2"	175
"ENSG00000233728"	"RP11-109P14.9"	698
"ENSG00000233729"	"AC016909.1"	1709
"ENSG00000233730"	"RP4-666F24.3"	609
"ENSG00000233732"	"IGHV3OR16-10"	348
"ENSG00000233733"	"H2AFZP6"	393
"ENSG00000233735"	"RP11-567G24.3"	494
"ENSG00000233737"	"RP11-573M3.4"	144
"ENSG00000233739"	"RP5-1039K5.13"	412
"ENSG00000233740"	"CICP2"	2325
"ENSG00000233741"	"AC016691.2"	412
"ENSG00000233746"	"LINC00656"	3681
"ENSG00000233747"	"RPL36AP13"	315
"ENSG00000233750"	"CICP27"	3811
"ENSG00000233751"	"AC104772.1"	612
"ENSG00000233752"	"AC009414.1"	442
"ENSG00000233754"	"AP001628.7"	782
"ENSG00000233755"	"RP4-799D16.1"	1099
"ENSG00000233756"	"DSCAM-IT1"	821
"ENSG00000233757"	"AC092835.2"	2487
"ENSG00000233760"	"AC004947.2"	11484
"ENSG00000233762"	"AC007969.5"	446
"ENSG00000233764"	"MTCO1P20"	357
"ENSG00000233765"	"RP11-154P18.2"	632
"ENSG00000233766"	"AC098617.1"	8778
"ENSG00000233767"	"PSMA6P3"	163
"ENSG00000233771"	"CICP5"	2212
"ENSG00000233774"	"MED14P1"	643
"ENSG00000233775"	"RP4-811H24.9"	685
"ENSG00000233776"	"LINC01251"	753
"ENSG00000233778"	"RP11-777J24.1"	347
"ENSG00000233780"	"HNRNPA1P30"	1740
"ENSG00000233782"	"ZNF90P3"	1191
"ENSG00000233783"	"AP001442.2"	6231
"ENSG00000233785"	"RP13-314C10.5"	669
"ENSG00000233786"	"CDC27P1"	714
"ENSG00000233787"	"CTD-2057J6.1"	1236
"ENSG00000233791"	"LINC01136"	7567
"ENSG00000233792"	"PUDPP2"	1377
"ENSG00000233797"	"UFL1-AS1"	10576
"ENSG00000233799"	"AC139887.4"	284
"ENSG00000233802"	"TRIM49D2"	2605
"ENSG00000233803"	"TSPY4"	4128
"ENSG00000233805"	"RP11-449J3.3"	214
"ENSG00000233806"	"LINC01237"	7683
"ENSG00000233807"	"RP11-268G12.2"	547
"ENSG00000233810"	"MOB1AP2"	612
"ENSG00000233814"	"RP11-66C24.1"	337
"ENSG00000233816"	"IFNA13"	2171
"ENSG00000233817"	"RP11-168K11.3"	3041
"ENSG00000233818"	"AP000695.4"	1360
"ENSG00000233819"	"RP1-43O17.2"	307
"ENSG00000233820"	"RP11-535M15.2"	1999
"ENSG00000233821"	"ENOX1-AS1"	3905
"ENSG00000233822"	"HIST1H2BN"	5290
"ENSG00000233823"	"RP3-443C4.2"	256
"ENSG00000233824"	"AC003985.1"	1008
"ENSG00000233825"	"RP11-135A24.4"	381
"ENSG00000233827"	"FAM58BP"	644
"ENSG00000233828"	"CTC-242N15.1"	10019
"ENSG00000233829"	"AC017078.1"	367
"ENSG00000233830"	"EIF4HP1"	686
"ENSG00000233832"	"RP11-96F8.1"	104
"ENSG00000233833"	"ETF1P3"	1158
"ENSG00000233834"	"AC005083.1"	3094
"ENSG00000233835"	"RP1-92C4.2"	323
"ENSG00000233836"	"RP11-255H23.2"	1927
"ENSG00000233837"	"EIF3LP2"	806
"ENSG00000233838"	"DPH3P1"	248
"ENSG00000233839"	"RP11-389O22.4"	409
"ENSG00000233840"	"PCDH9-AS4"	433
"ENSG00000233842"	"AC062031.1"	2422
"ENSG00000233843"	"CYCSP48"	321
"ENSG00000233845"	"AC093732.1"	502
"ENSG00000233846"	"RP11-307L3.2"	486
"ENSG00000233847"	"AC104113.3"	405
"ENSG00000233848"	"RP3-348I23.2"	609
"ENSG00000233849"	"AC022201.5"	285
"ENSG00000233850"	"AC103563.8"	475
"ENSG00000233851"	"LATS2-AS1"	630
"ENSG00000233852"	"AC005304.1"	402
"ENSG00000233854"	"POU6F2-AS2"	1627
"ENSG00000233858"	"AC026904.1"	3547
"ENSG00000233859"	"ADH5P4"	1109
"ENSG00000233860"	"RP11-359D14.2"	6603
"ENSG00000233861"	"MGAT2P1"	795
"ENSG00000233862"	"AC016907.3"	5214
"ENSG00000233866"	"LA16c-4G1.3"	584
"ENSG00000233867"	"SLC9B1P3"	1325
"ENSG00000233868"	"AC009302.2"	389
